acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len
1.0,chain2,"2hSpace,2hwrist.Together+Sad",Transmission + Interaction,A,loc,5,4.611515,y,full18,full19,testing,prison,prison,director,16.0,N,3.027205,2.0
1.0,chain2,"2hSpace,1hViolin<play>,1hMicrophone+Sing",Transmission + Interaction,A,loc,5,7.332061,y,full18,full19,testing,concert hall,concert hall,director,7.0,N,4.951895,3.0
1.0,chain2,"2hSpace,2hEat<repeated>",Transmission + Interaction,A,loc,5,7.852087,y,full18,full19,testing,restaurant,restaurant,director,20.0,N,3.297591,2.0
1.0,chain2,"2hOpenBook<repeated>,1hCross,(1hPalm,1hPointatObj<atObj>),2hOpenBook<repeated>",Transmission + Interaction,A,obj,5,0.55506,y,full18,full19,testing,bible,bible,director,17.0,N,4.482894,5.0
1.0,chain2,"2hCamera<centreright-asymm-pressRepeated*5>,1hPointatObj<atObj>,2hCamera<asymm-pressRepeated*5>",Transmission + Interaction,A,obj,5,1.499932,y,full18,full19,testing,camera,camera,director,21.0,N,3.231539,3.0
1.0,chain2,"1hStop,(1hMicrophone+Sing)",Transmission + Interaction,A,act,5,1.507871,y,full18,full19,testing,to sing,to sing,director,26.0,Y,2.883496,2.0
0.0,chain2,"1hStop,1hCross",Transmission + Interaction,A,person,5,1.044161,n,full18,full19,testing,to preach,vicar,director,27.0,N,3.438736,2.0
1.0,chain2,"1hPointSelf<self-repeated>,2hCamera<centreright-asymm-pressRepeated*5>",Transmission + Interaction,A,person,5,3.060419,y,full18,full19,testing,photographer,photographer,director,5.0,N,3.160459,2.0
1.0,chain2,"1hPointSelf<self-repeated>,(1hMicrophone+Sing)",Transmission + Interaction,A,person,5,1.653106,y,full18,full19,testing,singer,singer,director,13.0,N,2.829837,2.0
1.0,chain2,"1hPour<right>,1hPour<left>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,5,1.811045,y,full18,full19,testing,chef,chef,director,11.0,N,3.157089,3.0
1.0,chain2,"1hPointSelf<self-repeated>,2hwrists.Together",Transmission + Interaction,A,person,5,3.878738,y,full18,full19,testing,police officer,police officer,director,36.0,N,3.593292,2.0
1.0,chain2,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,A,obj,5,1.028833,y,full18,full19,testing,frying pan,frying pan,director,38.0,N,3.656794,4.0
1.0,chain2,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,5,0.933505,y,full18,full19,testing,microphone,microphone,director,15.0,N,3.081257,2.0
1.0,chain2,"1hStop,1hPour<right>,1hPour<left>",Transmission + Interaction,A,act,5,0.45273,y,full18,full19,testing,to cook,to cook,director,37.0,Y,3.599274,3.0
1.0,chain2,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,5,1.469664,y,full18,full19,testing,hairdresser,hairdresser,director,3.0,N,3.121017,3.0
1.0,chain2,"2hwrists.Together<hold>,1hPointatObj<atObj>,2hwrists.Together",Transmission + Interaction,A,obj,5,2.325147,y,full18,full19,testing,handcuffs,handcuffs,director,25.0,N,2.547478,3.0
1.0,chain2,"(1hScissors,1hPointatObj<atObj>),1hScissors-Hair<right>,(1hScissors,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,5,1.368113,y,full18,full20,testing,scissors,scissors,director,1.0,N,3.622337,5.0
1.0,chain2,"1hPointSelf<self-repeated>,1hScissors-Hair<right>",Transmission + Interaction,B,person,5,1.259121,y,full18,full20,testing,hairdresser,hairdresser,director,3.0,N,2.828293,2.0
1.0,chain2,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,B,person,5,3.348521,y,full18,full20,testing,photographer,photographer,director,5.0,N,2.286466,2.0
1.0,chain2,"2hSpace,2hInstrument<play>,2hViolin<play>",Transmission + Interaction,B,loc,5,2.007431,y,full18,full20,testing,concert hall,concert hall,director,7.0,N,5.418124,3.0
0.0,chain2,"2hSpace,1hScissors-Hair<right>",Transmission + Interaction,B,loc,5,1.925787,y,full18,full20,testing,hairdresser,hair salon,director,8.0,N,2.66613,2.0
1.0,chain2,"2hMustache,2hHat",Transmission + Interaction,B,person,5,0.371332,n,full18,full20,testing,chef,chef,director,11.0,N,2.671398,2.0
1.0,chain2,"1hPointSelf<self-repeated>,Sing+1hMicrophone",Transmission + Interaction,B,person,5,2.724902,y,full18,full20,testing,singer,singer,director,13.0,N,2.584071,2.0
1.0,chain2,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,1.993584,y,full18,full20,testing,microphone,microphone,director,15.0,N,2.225531,2.0
1.0,chain2,"2hOpenBook,1hCross,(1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,5,1.067157,y,full18,full20,testing,bible,bible,director,17.0,N,3.241425,4.0
1.0,chain2,"2hSpace,2hwrist.Together",Transmission + Interaction,B,loc,5,2.407999,y,full18,full20,testing,prison,prison,director,16.0,N,2.420279,2.0
1.0,chain2,"2hCamera<asymm-1Press>,2hCamera<asymm-1Press>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,1.003142,y,full18,full20,testing,camera,camera,director,21.0,N,3.095708,3.0
1.0,chain2,"1hStop,2hwrists.Together",Transmission + Interaction,B,act,5,2.040769,y,full18,full20,testing,to make an arrest,to make an arrest,director,12.0,Y,2.308486,2.0
1.0,chain2,"2hwrists.Together,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,1.131451,y,full18,full20,testing,handcuffs,handcuffs,director,25.0,N,2.160666,2.0
1.0,chain2,"1hPointSelf<self>,1hCross",Transmission + Interaction,B,person,5,2.907176,y,full18,full20,testing,vicar,vicar,director,27.0,N,2.686789,2.0
1.0,chain2,"1hStop,2hCamera<leftright-asymm-pressRepeated*2>",Transmission + Interaction,B,act,5,6.626423,y,full18,full20,testing,to take a photo,to take a photo,director,2.0,Y,2.924542,2.0
1.0,chain2,1hPalm.Feel<right-left>,Transmission + Interaction,B,loc,5,1.106496,n,full18,full20,testing,darkroom,darkroom,director,0.0,N,1.950525,1.0
1.0,chain2,"1hStop,Sing+1hMicrophone",Transmission + Interaction,B,act,5,1.339298,y,full18,full20,testing,to sing,to sing,director,26.0,Y,2.651291,2.0
1.0,chain2,"1hStop,1hCross",Transmission + Interaction,B,act,5,2.633566,y,full18,full20,testing,to preach,to preach,director,14.0,Y,2.299788,2.0
1.0,chain2,"1hPour<right>,1hPour<left>",Transmission + Interaction,B,act,5,2.968696,n,full18,full20,testing,to cook,to cook,director,37.0,Y,2.114606,2.0
1.0,chain2,"2hSpace,2hDine",Transmission + Interaction,B,loc,5,2.025697,y,full18,full20,testing,restaurant,restaurant,director,20.0,N,3.199479,2.0
1.0,chain2,"1hStop,1hScissors-Hair<right>",Transmission + Interaction,B,act,5,3.065113,y,full18,full20,testing,to give a haircut,to give a haircut,director,4.0,Y,2.86801,2.0
1.0,chain2,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,5,1.361217,y,full18,full20,testing,frying pan,frying pan,director,38.0,N,2.240593,3.0
1.0,chain2,"1hPointSelf<self-repeated>,2hwrists.Together",Transmission + Interaction,B,person,5,3.856914,y,full18,full20,testing,police officer,police officer,director,36.0,N,2.481639,2.0
1.0,chain2,"2hSpace,1hCross",Transmission + Interaction,B,loc,5,1.856978,y,full18,full20,testing,church,church,director,6.0,N,2.328088,2.0
,chain3,"2hHat,(1hHoldPan<shake>,1hStir)",Transmission + Interaction,A,person,0,,n,,s1,testing,,chef,,,N,,3.0
,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look+nod, 2hDine",Transmission + Interaction,B,loc,0,,n,,s26,testing,,restaurant,,,N,,4.0
,chain3,1hHoldPan<shake>,Transmission + Interaction,B,obj,0,,n,,s27,testing,,frying pan,,,N,,1.0
,chain3,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",Transmission + Interaction,A,act,0,,n,,s4,testing,,to cook,,,Y,,6.0
,chain3,"2hCollar,1hCross",Transmission + Interaction,B,person,0,,n,,s29,testing,,vicar,,,N,,2.0
,chain3,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission + Interaction,B,loc,0,,y,,s30,testing,,church,,,N,,4.0
,chain3,"2hTurnPage<repeated>,(1hPalm,1hPointatObj<atObj>),2hPray",Transmission + Interaction,B,obj,0,,y,,s31,testing,,bible,,,N,,4.0
,chain3,"2hTell,all*2",Transmission + Interaction,B,act,0,,n,,s32,testing,,to preach,,,Y,,2.0
,chain3,"Wink+2hCamera<symm,1Press>",Transmission + Interaction,B,person,0,,n,,s33,testing,,photographer,,,N,,2.0
,chain3,"2hPalm.Feel<centre,repeated>+look",Transmission + Interaction,A,loc,0,,n,,s10,testing,,darkroom,,,N,,2.0
,chain3,"2hCamera<asymm,1Press>",Transmission + Interaction,A,obj,0,,n,,s11,testing,,camera,,,N,,2.0
,chain3,"2hCamera<asymm,1Press>",Transmission + Interaction,A,act,0,,n,,s12,testing,,to take a photo,,,Y,,2.0
,chain3,"1hSing<right>,1hSing<right>",Transmission + Interaction,A,person,0,,n,,s13,testing,,singer,,,N,,2.0
,chain3,"2hViolin<play>,2hTrumpet<play>,2hDrums<play>,2hGuitar<play>",Transmission + Interaction,A,loc,0,,n,,s14,testing,,concert hall,,,N,,4.0
,chain3,"Sing+1hMicrophone<hold>,(1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,0,,y,,s15,testing,,microphone,,,N,,3.0
,chain3,"Sing,1hSing,(1hPalm,1hPoint<read>),1hSing",Transmission + Interaction,B,act,0,,n,,s40,testing,,to sing,,,Y,,5.0
,chain3,"1hScissors-Hair<left,repeated>,1hScissors-Hair<beard>,1hScissors-Hair<right>",Transmission + Interaction,A,person,0,,n,,s17,testing,,hairdresser,,,N,,4.0
,chain3,"2hScissors-HoldHair<left>,2hFluff,2hHair.Feel",Transmission + Interaction,B,loc,0,,n,,s42,testing,,hair salon,,,N,,3.0
,chain3,"1hScissors<rightleft>,1hScissors<hold>",Transmission + Interaction,B,obj,0,,n,,s43,testing,,scissors,,,N,,2.0
,chain3,"1hScissors,2hScissors-HoldHair<left>,2hScissors-HoldHair<left>*2",Transmission + Interaction,A,act,0,,n,,s20,testing,,to give a haircut,,,Y,,3.0
,chain3,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",Transmission + Interaction,A,person,0,,n,,s21,testing,,police officer,,,N,,6.0
,chain3,"1hPalm<rightleft>,2hHoldBars,look,2hHoldBars<shake>",Transmission + Interaction,A,loc,0,,n,,s22,testing,,prison,,,N,,4.0
,chain3,"2hWristHold<left>,2hWristHold<right>,2hFists.wristsTogether",Transmission + Interaction,B,obj,0,,n,,s47,testing,,handcuffs,,,N,,3.0
,chain3,"2hGun<left>,2hRun<left>,2hPull,2hWristHold<left>,2hWristHold<right>,2hwrists.Together",Transmission + Interaction,A,act,0,,n,,s24,testing,,to make an arrest,,,Y,,6.0
1.0,chain3,"2hTell,2hTell,2hTell",Transmission + Interaction,A,act,1,1.656323,n,s32,full21,testing,to preach,to preach,director,0.0,Y,3.780312,3.0
1.0,chain3,"2hScissors-HoldHair<left>,2hScissors-HoldHair<right>",Transmission + Interaction,A,act,1,1.996059,n,s20,full21,testing,to give a haircut,to give a haircut,matcher,2.0,Y,3.926367,2.0
1.0,chain3,"Frown+1hKnock<right>,2hC,1hKnock<right>",Transmission + Interaction,A,person,1,0.723632,n,s21,full21,testing,police officer,police officer,matcher,4.0,N,2.975928,3.0
1.0,chain3,Wink+2hCamera<asymm-1Press>,Transmission + Interaction,A,person,1,2.587046,n,s33,full21,testing,photographer,photographer,matcher,3.0,N,1.596435,1.0
0.0,chain3,Look+1hOpenDoor,Transmission + Interaction,A,loc,1,0.850733,n,s30,full21,testing,darkroom,church,matcher,8.0,N,1.341942,1.0
1.0,chain3,"1hPalmSelf<self-repeated>,1hSing<right>,1hSing<right>",Transmission + Interaction,A,person,1,0.907437,y,s13,full21,testing,singer,singer,matcher,10.0,N,2.339157,3.0
1.0,chain3,"2hScissors-HoldHair<left>,2hFluff+Smile",Transmission + Interaction,A,loc,1,0.714616,n,s42,full21,testing,hair salon,hair salon,matcher,12.0,N,1.977387,2.0
1.0,chain3,"2hOpenBook,2hPray,2hOpenBook",Transmission + Interaction,A,obj,1,2.93977,n,s31,full21,testing,bible,bible,matcher,14.0,N,3.469978,3.0
1.0,chain3,"2hBowl-Mix<small>,1hFingerWag<repeated>,2hBowl-Mix<small>",Transmission + Interaction,A,person,1,1.226673,n,s1,full21,testing,chef,chef,matcher,13.0,N,2.461451,3.0
1.0,chain3,"2hCamera<asymm-1Press>,1hPointatObj<atObj>,2hCamera",Transmission + Interaction,A,obj,1,0.963407,y,s11,full21,testing,camera,camera,matcher,18.0,N,1.81318,3.0
1.0,chain3,"2hOpenDoor,Look+,2hPalm.Feel<centre-repeated>",Transmission + Interaction,A,loc,1,0.819544,n,s10,full21,testing,darkroom,darkroom,matcher,20.0,N,1.671544,3.0
1.0,chain3,Look+2hHoldBars<shake>,Transmission + Interaction,A,loc,1,2.075566,n,s22,full21,testing,prison,prison,matcher,1.0,N,2.098526,1.0
1.0,chain3,"2hBowl-Mix<small>,1hPour<right>,1hPour<left>",Transmission + Interaction,A,act,1,1.106662,n,s4,full21,testing,to cook,to cook,matcher,24.0,Y,2.338975,3.0
1.0,chain3,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",Transmission + Interaction,A,obj,1,0.868364,n,s47,full21,testing,handcuffs,handcuffs,matcher,19.0,N,1.781657,3.0
1.0,chain3,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",Transmission + Interaction,A,obj,1,4.46844,y,s43,full21,testing,scissors,scissors,matcher,23.0,N,1.983241,4.0
1.0,chain3,"Chat+2hScissors-HoldHair<left>,1hChat",Transmission + Interaction,A,person,1,0.915321,n,s17,full21,testing,hairdresser,hairdresser,matcher,25.0,N,2.261029,2.0
1.0,chain3,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,1,0.813424,y,s15,full21,testing,microphone,microphone,matcher,17.0,N,2.317394,2.0
1.0,chain3,"2hCollar,1h2",Transmission + Interaction,A,person,1,1.961355,n,s29,full21,testing,vicar,vicar,matcher,15.0,N,1.725212,2.0
1.0,chain3,1hHoldPan<shake>,Transmission + Interaction,A,obj,1,0.778805,n,s27,full21,testing,frying pan,frying pan,matcher,36.0,N,1.76379,1.0
1.0,chain3,"2hViolin<play>,2hTrumpet<play>",Transmission + Interaction,A,loc,1,0.859473,n,s14,full21,testing,concert hall,concert hall,matcher,5.0,N,2.382451,2.0
1.0,chain3,"2hGun<left>,2hRun",Transmission + Interaction,A,act,1,1.162634,n,s24,full21,testing,to make an arrest,to make an arrest,matcher,35.0,Y,1.610489,2.0
0.0,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,A,act,1,2.259798,n,s40,full21,testing,singer,to sing,matcher,37.0,Y,2.647691,1.0
1.0,chain3,"2hCamera<symm-1Press>,1hInstruct,2hCamera",Transmission + Interaction,A,act,1,3.835105,n,s12,full21,testing,to take a photo,to take a photo,matcher,27.0,Y,2.695777,3.0
1.0,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<left>)",Transmission + Interaction,A,loc,1,1.594784,n,s26,full21,testing,restaurant,restaurant,matcher,39.0,N,1.863855,4.0
1.0,chain3,"Look+2hHoldBars,2hPalm.Feel<centre>,Look+2hHoldBars<shake>",Transmission + Interaction,B,loc,1,4.772909,n,s22,full22,testing,prison,prison,director,1.0,N,5.213953,3.0
0.0,chain3,Wink+2hCamera<asymm-1Press>,Transmission + Interaction,B,person,1,3.246373,n,s33,full22,testing,to take a photo,photographer,director,3.0,N,2.518866,1.0
1.0,chain3,"2hViolin<play>,2hTrumpet<play>",Transmission + Interaction,B,loc,1,0.443826,n,s14,full22,testing,concert hall,concert hall,matcher,5.0,N,2.882091,2.0
1.0,chain3,"2hTell,2hTell",Transmission + Interaction,B,act,1,0.898384,n,s32,full22,testing,to preach,to preach,matcher,0.0,Y,1.674898,2.0
0.0,chain3,1hScissors-Hair<repeated>,Transmission + Interaction,B,act,1,3.610205,n,s20,full22,testing,hairdresser,to give a haircut,matcher,2.0,Y,4.715624,1.0
1.0,chain3,"Look+1hOpenDoor,Look,2hPray,1hCross",Transmission + Interaction,B,loc,1,1.95489,n,s30,full22,testing,church,church,matcher,8.0,N,5.161091,4.0
0.0,chain3,"2hBowl-Mix,1hFingerWag",Transmission + Interaction,B,person,1,0.682609,n,s1,full22,testing,to cook,chef,matcher,13.0,N,2.22971,2.0
1.0,chain3,"2hCollar,2hPray,1hCross",Transmission + Interaction,B,person,1,0.746414,n,s29,full22,testing,vicar,vicar,matcher,15.0,N,3.442104,3.0
1.0,chain3,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,1,0.866989,y,s15,full22,testing,microphone,microphone,matcher,17.0,N,2.38072,2.0
1.0,chain3,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",Transmission + Interaction,B,obj,1,0.738276,n,s47,full22,testing,handcuffs,handcuffs,matcher,19.0,N,2.391272,3.0
1.0,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,B,person,1,0.554638,n,s13,full22,testing,singer,singer,matcher,10.0,N,4.25176,1.0
1.0,chain3,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",Transmission + Interaction,B,obj,1,0.890519,y,s43,full22,testing,scissors,scissors,matcher,23.0,N,2.282324,4.0
1.0,chain3,"Chat+2hScissors-Hold,2hScissors-Hold*3",Transmission + Interaction,B,person,1,4.952536,n,s17,full22,testing,hairdresser,hairdresser,matcher,25.0,N,6.141968,2.0
0.0,chain3,"2hCamera,1hInstruct,2hThumbsUp",Transmission + Interaction,B,act,1,1.000192,n,s12,full22,testing,photographer,to take a photo,matcher,27.0,Y,4.060196,3.0
1.0,chain3,"2hScissors-HoldHair<left>,2hFluff,2hScissors-HoldHair<left>",Transmission + Interaction,B,loc,1,0.746695,n,s42,full22,testing,hair salon,hair salon,matcher,12.0,N,3.180997,3.0
1.0,chain3,"1hPointatObj<atObj>,2hCamera<asymm-1Press>",Transmission + Interaction,B,obj,1,0.939616,y,s11,full22,testing,camera,camera,matcher,18.0,N,2.580479,2.0
1.0,chain3,"2hBowl-Mix,1hPour<right>,1hPour<left>",Transmission + Interaction,B,act,1,0.64856,n,s4,full22,testing,to cook,to cook,matcher,24.0,Y,2.521476,3.0
1.0,chain3,"2hGun<left>,2hRun",Transmission + Interaction,B,act,1,1.394745,n,s24,full22,testing,to make an arrest,to make an arrest,matcher,35.0,Y,2.171839,2.0
0.0,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,B,act,1,0.774353,n,s40,full22,testing,singer,to sing,matcher,37.0,Y,2.083311,1.0
1.0,chain3,"Look+2hOpenBook,(1hPalm,1hPointatObj<atObj>,nod)",Transmission + Interaction,B,loc,1,0.651158,n,s26,full22,testing,restaurant,restaurant,matcher,39.0,N,2.77661,4.0
1.0,chain3,1hHoldPan<shake>,Transmission + Interaction,B,obj,1,1.106668,n,s27,full22,testing,frying pan,frying pan,matcher,36.0,N,1.733298,1.0
1.0,chain3,"Frown+1hKnock<left>,1hBadge<right>",Transmission + Interaction,B,person,1,0.898372,n,s21,full22,testing,police officer,police officer,matcher,4.0,N,1.896366,2.0
1.0,chain3,Look+2hPalm.Feel<centre-repeated>,Transmission + Interaction,B,loc,1,1.01129,n,s10,full22,testing,darkroom,darkroom,matcher,20.0,N,2.033124,1.0
1.0,chain3,"2hOpenBook,1hCross",Transmission + Interaction,B,obj,1,0.627158,n,s31,full22,testing,bible,bible,matcher,14.0,N,3.15487,2.0
1.0,chain3,"2hScissors-HoldHair<right>,2hScissors-HoldHair<left>,1hChat,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>,1hNo,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>,1hHoldChin,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>",Transmission + Interaction,A,person,2,1.507518,n,full21,full23,testing,hairdresser,hairdresser,matcher,0.0,N,19.356227,11.0
1.0,chain3,2hHoldBars<shake>+look,Transmission + Interaction,A,loc,2,1.365551,n,full21,full23,testing,prison,prison,matcher,2.0,N,2.420314,1.0
1.0,chain3,"1hPalmSelf<self-repeated>,(Sing+1hMicrophone)",Transmission + Interaction,A,person,2,5.035074,y,full21,full23,testing,singer,singer,matcher,4.0,N,2.235542,2.0
1.0,chain3,"2hOpenBook,2hPray",Transmission + Interaction,A,obj,2,1.491313,n,full21,full23,testing,bible,bible,matcher,6.0,N,1.780737,2.0
1.0,chain3,"2hCamera,1hPointatObj<atObj>,2hCamera",Transmission + Interaction,A,obj,2,3.979166,y,full21,full23,testing,camera,camera,matcher,8.0,N,1.869941,3.0
1.0,chain3,"2hBowl-Mix,1hFingerWag",Transmission + Interaction,A,person,2,1.531527,n,full21,full23,testing,chef,chef,matcher,10.0,N,2.077465,2.0
1.0,chain3,"2hOpenDoor,2hPalm.Feel<centre-repeated>,2hOpenDoor,2hPalm.Feel",Transmission + Interaction,A,loc,2,1.77883,n,full21,full23,testing,darkroom,darkroom,matcher,12.0,N,5.993327,4.0
1.0,chain3,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,2,1.386528,y,full21,full23,testing,microphone,microphone,matcher,9.0,N,1.491854,2.0
1.0,chain3,"2hCollar,1h2",Transmission + Interaction,A,person,2,1.954228,n,full21,full23,testing,vicar,vicar,matcher,16.0,N,2.121863,2.0
1.0,chain3,"1hKnock<right>,2hC<left>",Transmission + Interaction,A,person,2,2.513074,n,full21,full23,testing,police officer,police officer,matcher,18.0,N,2.483448,2.0
1.0,chain3,"1hKnock<right>,2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,A,act,2,2.259654,n,full21,full23,testing,to make an arrest,to make an arrest,matcher,1.0,Y,2.441283,3.0
1.0,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look<right>)",Transmission + Interaction,A,loc,2,2.818725,n,full21,full23,testing,restaurant,restaurant,matcher,3.0,N,2.145868,4.0
1.0,chain3,"2hScissors-HoldHair<right>,2hFluff+smile",Transmission + Interaction,A,loc,2,1.755029,n,full21,full23,testing,hair salon,hair salon,matcher,13.0,N,2.284419,2.0
1.0,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,A,act,2,2.508655,n,full21,full23,testing,to sing,to sing,matcher,23.0,Y,1.823214,1.0
1.0,chain3,2hTell,Transmission + Interaction,A,act,2,1.523824,n,full21,full23,testing,to preach,to preach,matcher,7.0,Y,2.167106,1.0
1.0,chain3,"2hCamera<left>,2hCamera<right-symm-1Press>,2hCamera<left>",Transmission + Interaction,A,act,2,3.260277,n,full21,full23,testing,to take a photo,to take a photo,matcher,29.0,Y,3.453759,3.0
1.0,chain3,"2hScissors-HoldHair<right>,2hScissors-HoldHair<left>,1hScissors",Transmission + Interaction,A,act,2,1.282724,n,full21,full23,testing,to give a haircut,to give a haircut,matcher,17.0,Y,3.54095,3.0
1.0,chain3,"2hSpace,1hSing<left>,1hSing<right>,1hSing<left>",Transmission + Interaction,A,loc,2,7.624448,y,full21,full23,testing,concert hall,concert hall,matcher,31.0,N,3.526087,4.0
1.0,chain3,"2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,A,obj,2,2.466381,n,full21,full23,testing,handcuffs,handcuffs,matcher,33.0,N,1.492551,2.0
0.0,chain3,2hBowl-Mix,Transmission + Interaction,A,act,2,4.208001,n,full21,full23,testing,chef,to cook,matcher,38.0,Y,1.523271,1.0
1.0,chain3,"1hHoldPan<shake>,1hHoldPan<shake>",Transmission + Interaction,A,obj,2,1.523814,n,full21,full23,testing,frying pan,frying pan,matcher,25.0,N,2.168465,2.0
1.0,chain3,"1hPalmSelf<self-repeated>,2hCamera<left-symm-repeatedPress*3>,2hCamera",Transmission + Interaction,A,person,2,1.530796,y,full21,full23,testing,photographer,photographer,matcher,42.0,N,2.43351,3.0
1.0,chain3,"2hRoof.Outline,2hPray",Transmission + Interaction,A,loc,2,1.858886,y,full21,full23,testing,church,church,matcher,41.0,N,1.948392,2.0
1.0,chain3,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,2,2.046303,y,full21,full23,testing,scissors,scissors,matcher,5.0,N,2.123725,3.0
1.0,chain3,"1hKnock<right>,2hArms,2hHoldWrist<left>,2hHoldWrist<right-hold>,1hKnock<right>",Transmission + Interaction,B,act,2,0.499337,n,full21,full24,testing,to make an arrest,to make an arrest,matcher,1.0,Y,8.965442,5.0
1.0,chain3,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<right>)",Transmission + Interaction,B,loc,2,0.977531,n,full21,full24,testing,restaurant,restaurant,matcher,3.0,N,2.597843,4.0
1.0,chain3,"1hScissors,(1hScissors,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,2,1.184693,y,full21,full24,testing,scissors,scissors,matcher,5.0,N,3.022333,3.0
1.0,chain3,"2hTell,2hTell",Transmission + Interaction,B,act,2,2.410547,n,full21,full24,testing,to preach,to preach,matcher,7.0,Y,3.289558,2.0
1.0,chain3,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,2,1.482572,y,full21,full24,testing,microphone,microphone,matcher,9.0,N,2.063547,2.0
1.0,chain3,"2hOpenBook,2hPray",Transmission + Interaction,B,obj,2,1.188156,n,full21,full24,testing,bible,bible,matcher,6.0,N,2.334192,2.0
1.0,chain3,"2hScissors-HoldHair<left>,2hFluff",Transmission + Interaction,B,loc,2,1.283494,n,full21,full24,testing,hair salon,hair salon,matcher,13.0,N,3.075707,2.0
0.0,chain3,"2hScissors-HoldHair<left>,1hChat,2hScissors-HoldHair<left>",Transmission + Interaction,B,person,2,5.815224,n,full21,full24,testing,to give a haircut,hairdresser,matcher,0.0,N,3.823027,3.0
1.0,chain3,"2hScissors-HoldHair<left-repeated>,2hScissors-HoldHair<right>",Transmission + Interaction,B,act,2,1.97069,n,full21,full24,testing,to give a haircut,to give a haircut,matcher,17.0,Y,4.097897,2.0
1.0,chain3,"2hCamera<symm-pressRepeated*2>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,2,1.378787,y,full21,full24,testing,camera,camera,matcher,8.0,N,1.93935,2.0
1.0,chain3,"1hPalmSelf<self-repeated>,(Sing+1hMicrophone)",Transmission + Interaction,B,person,2,2.522736,y,full21,full24,testing,singer,singer,matcher,4.0,N,2.551371,2.0
1.0,chain3,Sing+1hMicrophone<hold>,Transmission + Interaction,B,act,2,1.436634,n,full21,full24,testing,to sing,to sing,matcher,23.0,Y,2.672248,1.0
1.0,chain3,1hHoldPan<shake>,Transmission + Interaction,B,obj,2,2.122881,n,full21,full24,testing,frying pan,frying pan,matcher,25.0,N,2.086691,1.0
1.0,chain3,2hHoldBars<shake>+look,Transmission + Interaction,B,loc,2,4.011059,n,full21,full24,testing,prison,prison,matcher,2.0,N,2.191112,1.0
0.0,chain3,"2hCamera<right-symm-pressRepeated*2>,2hCamera<left-symm-pressRepeated*2>,2hCamera",Transmission + Interaction,B,act,2,9.667279,n,full21,full24,testing,photographer,to take a photo,matcher,29.0,Y,4.027124,3.0
